Timestamp,Query Volume,Query Rate,Query Type,Query Domain,Response Time,TTL Value,Source IP Address,Destination IP Address,Transaction ID,Query Size,Response Size,Entropy of Transaction ID,Frequency of Query Domain,Geolocation of Source IP,Anomaly Label
2024-12-12 07:13:00,106,2.51,A,domain.edu,0.03,320,192.168.133.164,10.0.250.213,25685,27,249,0.53,76,DE,0
2024-12-12 07:14:00,87,1.71,NS,domain.edu,0.03,494,192.168.74.12,10.0.44.194,56587,26,161,0.79,2,US,0
2024-12-12 07:15:00,102,3.6,NS,test.org,0.08,431,192.168.34.202,10.0.196.195,86771,38,294,0.68,93,AU,0
2024-12-12 07:16:00,138,3.26,NS,domain.edu,0.03,123,192.168.65.38,10.0.36.57,40205,42,373,0.89,78,GB,0
2024-12-12 07:17:00,225,1.73,A,test.org,0.02,271,192.168.194.5,10.0.0.129,44980,42,489,0.78,5,CA,0
2024-12-12 07:18:00,267,2.58,NS,test.org,0.08,380,192.168.100.235,10.0.254.216,21565,40,375,0.52,49,US,0
2024-12-12 07:19:00,58,2.33,MX,sample.net,0.02,448,192.168.192.196,10.0.79.231,39262,23,388,0.9,98,US,0
2024-12-12 07:20:00,77,4.08,AAAA,domain.edu,0.04,400,192.168.26.101,10.0.254.24,43320,43,385,0.94,50,GB,0
2024-12-12 07:21:00,133,3.56,CNAME,example.com,0.03,403,192.168.123.120,10.0.142.223,14205,29,213,0.57,97,DE,0
2024-12-12 07:22:00,298,4.96,CNAME,domain.edu,0.02,400,192.168.127.156,10.0.244.41,52649,20,398,0.69,96,AU,0
2024-12-12 07:23:00,280,2.83,MX,sample.net,0.06,270,192.168.130.202,10.0.170.50,95314,46,219,0.71,32,AU,0
2024-12-12 07:24:00,252,4.74,MX,domain.edu,0.06,170,192.168.240.96,10.0.172.142,14893,26,216,0.56,26,AU,0
2024-12-12 07:25:00,214,2.77,MX,domain.edu,0.02,470,192.168.139.84,10.0.88.88,81464,33,347,0.68,7,CA,0
2024-12-12 07:26:00,88,1.07,AAAA,domain.edu,0.07,362,192.168.227.196,10.0.4.81,62323,24,317,0.7,56,AU,0
2024-12-12 07:27:00,291,1.45,CNAME,test.org,0.08,340,192.168.81.169,10.0.133.206,85126,21,360,0.58,70,DE,0
2024-12-12 07:28:00,282,1.35,AAAA,domain.edu,0.04,302,192.168.111.124,10.0.20.237,54228,47,476,0.62,10,GB,0
2024-12-12 07:29:00,115,4.42,MX,domain.edu,0.02,527,192.168.32.4,10.0.39.89,36543,38,162,0.81,34,US,0
2024-12-12 07:30:00,155,3.16,MX,domain.edu,0.02,554,192.168.201.136,10.0.192.194,34475,21,478,0.98,73,AU,0
2024-12-12 07:31:00,282,3.0,CNAME,example.com,0.03,509,192.168.159.154,10.0.220.128,72125,37,301,0.56,85,GB,0
2024-12-12 07:32:00,148,4.3,A,test.org,0.04,570,192.168.170.92,10.0.248.72,30880,50,427,0.53,71,GB,0
2024-12-12 07:33:00,93,4.92,NS,domain.edu,0.03,177,192.168.0.179,10.0.222.87,31325,48,218,0.52,15,AU,0
2024-12-12 07:34:00,256,2.09,NS,example.com,0.02,586,192.168.55.19,10.0.204.195,60688,42,272,0.87,71,AU,0
2024-12-12 07:35:00,239,4.37,NS,domain.edu,0.04,175,192.168.54.157,10.0.41.209,33774,47,291,0.87,69,CA,0
2024-12-12 07:36:00,67,3.33,MX,domain.edu,0.03,536,192.168.177.83,10.0.156.72,61130,48,496,0.91,86,GB,1
2024-12-12 07:37:00,206,0.61,MX,example.com,0.01,462,192.168.31.250,10.0.44.83,29757,27,441,0.87,77,DE,1
2024-12-12 07:38:00,143,4.59,AAAA,sample.net,0.06,462,192.168.211.181,10.0.225.10,19921,36,104,0.73,72,US,0
2024-12-12 07:39:00,164,3.32,CNAME,test.org,0.1,540,192.168.206.1,10.0.73.55,40708,48,420,0.72,25,AU,0
2024-12-12 07:40:00,158,2.38,AAAA,test.org,0.02,539,192.168.126.13,10.0.83.234,31004,30,195,0.83,40,DE,0
2024-12-12 07:41:00,138,4.67,MX,example.com,0.09,416,192.168.5.74,10.0.2.243,26284,23,199,0.66,69,AU,0
2024-12-12 07:42:00,170,0.5,A,test.org,0.01,229,192.168.6.21,10.0.10.232,34958,50,389,0.82,58,DE,0
2024-12-12 07:43:00,185,2.45,A,example.com,0.06,288,192.168.22.187,10.0.162.196,34262,37,131,0.8,47,CA,0
2024-12-12 07:44:00,99,0.27,A,sample.net,0.07,218,192.168.241.233,10.0.135.18,68911,37,406,0.54,51,US,0
2024-12-12 07:45:00,247,0.52,AAAA,test.org,0.05,369,192.168.118.159,10.0.121.13,62522,48,390,0.6,93,GB,0
2024-12-12 07:46:00,164,0.25,A,domain.edu,0.07,311,192.168.181.206,10.0.128.58,96921,36,139,0.76,60,CA,0
2024-12-12 07:47:00,278,0.17,NS,sample.net,0.02,341,192.168.202.30,10.0.13.127,40196,45,140,0.58,23,DE,0
2024-12-12 07:48:00,102,1.78,CNAME,sample.net,0.07,103,192.168.199.24,10.0.78.9,20376,40,202,0.71,20,US,0
2024-12-12 07:49:00,100,4.95,CNAME,example.com,0.03,192,192.168.202.68,10.0.165.136,31826,38,134,0.54,60,DE,0
2024-12-12 07:50:00,252,1.81,CNAME,sample.net,0.05,339,192.168.44.255,10.0.206.115,63919,31,110,0.75,82,US,0
2024-12-12 07:51:00,132,4.89,NS,test.org,0.02,251,192.168.240.100,10.0.25.120,55802,27,290,0.56,7,CA,0
2024-12-12 07:52:00,226,1.91,NS,test.org,0.08,179,192.168.34.88,10.0.249.230,69433,28,296,0.93,21,DE,0
2024-12-12 07:53:00,126,1.66,CNAME,test.org,0.06,404,192.168.206.228,10.0.148.86,65232,35,466,0.58,96,AU,0
2024-12-12 07:54:00,170,0.61,MX,domain.edu,0.02,300,192.168.136.48,10.0.230.239,48293,38,493,0.83,30,DE,0
2024-12-12 07:55:00,163,4.62,CNAME,domain.edu,0.07,248,192.168.206.21,10.0.166.74,35128,38,225,0.69,19,CA,0
2024-12-12 07:56:00,152,2.42,AAAA,test.org,0.06,417,192.168.228.160,10.0.10.142,18174,33,407,0.59,21,US,0
2024-12-12 07:57:00,90,1.1,MX,sample.net,0.02,333,192.168.150.120,10.0.253.146,46750,35,366,0.89,47,DE,0
2024-12-12 07:58:00,273,0.99,AAAA,domain.edu,0.06,577,192.168.64.109,10.0.73.204,19802,46,478,0.61,80,AU,0
2024-12-12 07:59:00,273,0.63,MX,test.org,0.1,428,192.168.211.166,10.0.85.237,71726,23,190,0.73,77,AU,0
2024-12-12 08:00:00,172,2.88,A,example.com,0.08,570,192.168.168.97,10.0.255.30,64015,23,100,0.92,42,CA,0
2024-12-12 08:01:00,161,3.32,A,test.org,0.07,484,192.168.79.154,10.0.75.116,49954,48,335,0.52,11,US,0
2024-12-12 08:02:00,265,0.45,A,domain.edu,0.06,260,192.168.231.38,10.0.39.201,83716,47,362,0.53,3,AU,0
2024-12-12 08:03:00,77,1.83,CNAME,sample.net,0.09,288,192.168.47.105,10.0.42.109,17649,44,115,0.56,85,CA,0
2024-12-12 08:04:00,214,3.79,AAAA,test.org,0.03,297,192.168.206.2,10.0.248.178,12015,31,121,0.94,13,DE,0
2024-12-12 08:05:00,252,3.24,AAAA,sample.net,0.02,100,192.168.115.72,10.0.3.204,95779,22,178,0.62,24,US,1
2024-12-12 08:06:00,292,4.54,NS,test.org,0.04,333,192.168.171.43,10.0.147.220,50968,42,408,0.61,6,DE,0
2024-12-12 08:07:00,55,0.72,A,sample.net,0.1,118,192.168.117.55,10.0.252.71,23087,33,141,0.73,85,US,0
2024-12-12 08:08:00,159,3.47,AAAA,domain.edu,0.05,321,192.168.173.240,10.0.175.126,32786,44,499,0.69,42,GB,0
2024-12-12 08:09:00,273,2.69,AAAA,domain.edu,0.02,291,192.168.72.183,10.0.65.186,85358,26,486,0.95,60,DE,0
2024-12-12 08:10:00,237,1.4,MX,domain.edu,0.08,350,192.168.1.203,10.0.202.123,82238,28,148,0.63,40,GB,0
2024-12-12 08:11:00,124,1.03,AAAA,example.com,0.08,361,192.168.0.227,10.0.240.42,93283,39,329,0.75,29,AU,0
2024-12-12 08:12:00,94,4.04,MX,domain.edu,0.1,336,192.168.96.225,10.0.136.132,66257,31,485,0.55,88,CA,0
2024-12-12 08:13:00,76,0.71,A,test.org,0.1,259,192.168.62.185,10.0.6.173,82173,32,245,0.53,25,CA,0
2024-12-12 08:14:00,122,4.81,MX,test.org,0.1,551,192.168.29.104,10.0.196.221,35180,26,367,0.51,89,CA,0
2024-12-12 08:15:00,150,3.59,MX,example.com,0.07,380,192.168.164.114,10.0.1.29,61380,38,176,0.86,43,CA,0
2024-12-12 08:16:00,184,2.69,MX,sample.net,0.02,197,192.168.108.156,10.0.70.118,48559,29,499,0.55,30,CA,0
2024-12-12 08:17:00,253,3.09,AAAA,example.com,0.1,433,192.168.175.138,10.0.125.8,52374,21,171,0.97,67,US,0
2024-12-12 08:18:00,131,2.75,CNAME,example.com,0.03,210,192.168.62.216,10.0.74.68,63309,32,123,0.56,15,AU,0
2024-12-12 08:19:00,72,2.0,A,test.org,0.04,336,192.168.158.119,10.0.69.128,67091,44,379,0.81,64,US,0
2024-12-12 08:20:00,265,2.65,MX,sample.net,0.05,295,192.168.38.238,10.0.50.9,75644,40,413,0.92,14,AU,0
2024-12-12 08:21:00,232,3.55,NS,domain.edu,0.06,578,192.168.51.112,10.0.164.152,40592,40,320,0.54,86,GB,0
2024-12-12 08:22:00,144,2.58,NS,example.com,0.02,557,192.168.29.162,10.0.178.52,45127,29,101,0.52,84,CA,0
2024-12-12 08:23:00,268,3.09,MX,domain.edu,0.07,462,192.168.101.173,10.0.40.190,17433,48,184,0.62,10,US,0
2024-12-12 08:24:00,161,4.54,AAAA,test.org,0.03,275,192.168.213.56,10.0.48.115,35307,33,149,0.76,34,GB,0
2024-12-12 08:25:00,235,1.7,MX,domain.edu,0.09,228,192.168.25.120,10.0.245.48,77241,35,383,0.51,32,DE,0
2024-12-12 08:26:00,109,0.57,NS,example.com,0.05,299,192.168.173.101,10.0.75.170,46181,23,344,0.8,66,US,0
2024-12-12 08:27:00,268,0.56,A,sample.net,0.05,124,192.168.111.174,10.0.83.48,67797,49,134,0.59,72,GB,0
2024-12-12 08:28:00,184,4.78,NS,domain.edu,0.03,263,192.168.93.237,10.0.189.204,20812,28,449,0.79,46,GB,0
2024-12-12 08:29:00,238,3.67,AAAA,test.org,0.06,496,192.168.14.22,10.0.80.190,45914,43,476,0.74,60,DE,0
2024-12-12 08:30:00,282,2.08,MX,example.com,0.1,139,192.168.134.43,10.0.78.87,30565,28,315,0.97,31,US,0
2024-12-12 08:31:00,61,3.76,CNAME,example.com,0.06,398,192.168.164.203,10.0.165.140,45207,34,401,0.9,87,US,0
2024-12-12 08:32:00,69,4.28,NS,test.org,0.09,257,192.168.171.106,10.0.150.169,53699,24,304,0.58,5,GB,0
2024-12-12 08:33:00,164,1.06,NS,sample.net,0.06,227,192.168.94.12,10.0.86.98,78141,44,152,0.57,60,DE,0
2024-12-12 08:34:00,132,4.42,A,example.com,0.09,360,192.168.187.209,10.0.38.238,45985,48,203,0.79,37,GB,0
2024-12-12 08:35:00,94,2.87,CNAME,test.org,0.07,140,192.168.230.221,10.0.182.206,17843,27,414,0.55,97,AU,0
2024-12-12 08:36:00,145,0.53,NS,test.org,0.05,294,192.168.7.89,10.0.4.80,94074,40,486,0.79,72,GB,0
2024-12-12 08:37:00,176,3.79,A,test.org,0.01,151,192.168.239.177,10.0.26.65,12991,40,397,0.81,29,AU,0
2024-12-12 08:38:00,297,3.93,CNAME,example.com,0.03,239,192.168.243.61,10.0.239.247,19653,26,427,0.99,24,CA,0
2024-12-12 08:39:00,70,2.02,A,test.org,0.04,594,192.168.7.193,10.0.68.115,49625,21,351,0.82,39,DE,0
2024-12-12 08:40:00,132,3.84,NS,domain.edu,0.02,515,192.168.79.92,10.0.239.16,68342,49,136,0.96,24,US,0
2024-12-12 08:41:00,153,2.17,AAAA,test.org,0.07,204,192.168.232.15,10.0.40.178,86726,40,327,0.74,12,US,1
2024-12-12 08:42:00,290,0.65,A,sample.net,0.09,392,192.168.14.232,10.0.248.155,15925,26,369,0.83,43,CA,1
2024-12-12 08:43:00,168,4.3,CNAME,sample.net,0.08,518,192.168.235.50,10.0.42.129,61494,23,151,0.91,57,AU,0
2024-12-12 08:44:00,168,3.31,MX,test.org,0.07,532,192.168.113.168,10.0.157.74,29498,40,154,0.99,95,GB,1
2024-12-12 08:45:00,94,1.03,A,domain.edu,0.03,548,192.168.198.78,10.0.127.243,40271,22,490,0.9,23,US,0
2024-12-12 08:46:00,98,0.75,A,example.com,0.07,152,192.168.213.177,10.0.255.131,37734,50,103,0.81,20,US,0
2024-12-12 08:47:00,195,1.04,MX,sample.net,0.06,504,192.168.194.177,10.0.113.69,49400,42,126,0.55,57,CA,0
2024-12-12 08:48:00,127,4.37,A,example.com,0.09,198,192.168.143.169,10.0.144.233,70913,35,371,0.71,5,DE,0
2024-12-12 08:49:00,226,2.45,MX,example.com,0.1,192,192.168.125.197,10.0.160.113,73286,43,254,0.9,31,GB,0
2024-12-12 08:50:00,85,2.84,MX,test.org,0.02,445,192.168.150.116,10.0.50.112,75498,35,237,0.6,32,GB,0
2024-12-12 08:51:00,138,4.78,AAAA,test.org,0.02,521,192.168.94.100,10.0.115.169,74829,44,417,0.82,67,GB,0
2024-12-12 08:52:00,82,3.76,MX,domain.edu,0.01,183,192.168.200.92,10.0.168.67,55505,42,406,0.5,54,US,0
2024-12-12 08:53:00,85,4.26,AAAA,example.com,0.04,461,192.168.102.155,10.0.243.15,90567,42,433,0.63,69,CA,0
2024-12-12 08:54:00,122,3.99,NS,test.org,0.03,529,192.168.168.86,10.0.35.217,74659,38,264,0.82,92,US,1
2024-12-12 08:55:00,104,0.3,A,test.org,0.09,529,192.168.49.212,10.0.198.168,48420,26,296,0.77,93,GB,0
2024-12-12 08:56:00,81,3.72,A,example.com,0.04,106,192.168.114.212,10.0.139.231,15898,27,460,0.74,15,DE,0
2024-12-12 08:57:00,213,4.23,NS,test.org,0.04,271,192.168.52.72,10.0.186.213,15209,28,381,0.89,85,DE,0
2024-12-12 08:58:00,275,4.37,A,domain.edu,0.05,195,192.168.115.238,10.0.21.129,71603,24,300,0.95,50,CA,0
2024-12-12 08:59:00,290,0.99,NS,domain.edu,0.06,446,192.168.43.165,10.0.144.248,59300,21,372,0.53,1,AU,0
2024-12-12 09:00:00,188,0.65,MX,example.com,0.07,233,192.168.161.120,10.0.37.49,52558,42,106,0.76,1,CA,0
2024-12-12 09:01:00,226,2.3,MX,test.org,0.05,375,192.168.83.91,10.0.140.32,66198,22,397,0.78,35,US,0
2024-12-12 09:02:00,161,4.77,AAAA,sample.net,0.02,510,192.168.161.199,10.0.204.79,49990,31,386,0.56,42,CA,0
2024-12-12 09:03:00,228,1.63,NS,example.com,0.06,448,192.168.106.68,10.0.178.123,69012,44,128,0.78,39,GB,0
2024-12-12 09:04:00,231,3.1,CNAME,test.org,0.08,564,192.168.6.190,10.0.167.142,39252,34,125,0.63,96,CA,0
2024-12-12 09:05:00,95,1.13,NS,example.com,0.06,571,192.168.24.185,10.0.14.51,21864,32,349,0.95,97,CA,0
2024-12-12 09:06:00,147,4.1,A,sample.net,0.08,340,192.168.146.72,10.0.82.87,96894,25,428,0.9,10,AU,0
2024-12-12 09:07:00,217,2.06,MX,test.org,0.06,199,192.168.86.102,10.0.173.179,36231,25,312,0.72,2,US,0
2024-12-12 09:08:00,167,0.31,CNAME,test.org,0.08,397,192.168.148.30,10.0.40.68,41791,37,161,0.63,13,CA,0
2024-12-12 09:09:00,164,0.64,NS,test.org,0.04,111,192.168.24.27,10.0.147.130,37461,21,447,0.97,70,US,0
2024-12-12 09:10:00,206,0.16,CNAME,test.org,0.04,456,192.168.35.101,10.0.171.19,17789,31,202,0.53,89,DE,0
2024-12-12 09:11:00,229,4.87,AAAA,domain.edu,0.03,490,192.168.134.222,10.0.37.223,19109,23,274,0.9,21,AU,0
2024-12-12 09:12:00,76,2.43,CNAME,sample.net,0.05,208,192.168.87.158,10.0.234.16,15178,28,155,0.81,71,DE,0
2024-12-12 09:13:00,289,3.01,A,test.org,0.03,272,192.168.196.18,10.0.135.126,92096,34,410,0.54,74,GB,0
2024-12-12 09:14:00,65,2.9,AAAA,example.com,0.1,354,192.168.34.200,10.0.187.152,28311,28,399,0.73,51,DE,0
2024-12-12 09:15:00,65,0.7,MX,example.com,0.09,272,192.168.194.15,10.0.22.222,73761,49,245,0.56,4,GB,1
2024-12-12 09:16:00,160,2.83,A,test.org,0.04,421,192.168.204.211,10.0.222.75,26689,40,260,0.79,67,US,0
2024-12-12 09:17:00,67,3.76,NS,test.org,0.04,214,192.168.24.3,10.0.146.89,30112,39,363,0.9,40,AU,0
2024-12-12 09:18:00,298,1.92,A,sample.net,0.03,505,192.168.190.230,10.0.18.191,37721,24,229,0.87,57,AU,0
2024-12-12 09:19:00,250,1.82,CNAME,domain.edu,0.08,462,192.168.226.132,10.0.118.142,93330,41,363,0.81,15,DE,0
2024-12-12 09:20:00,167,0.78,A,example.com,0.04,481,192.168.42.23,10.0.123.168,12983,35,147,0.68,81,AU,0
2024-12-12 09:21:00,255,2.26,CNAME,sample.net,0.04,263,192.168.1.151,10.0.222.81,36115,26,323,0.9,55,AU,0
2024-12-12 09:22:00,117,0.41,MX,domain.edu,0.01,296,192.168.6.251,10.0.124.119,55928,32,198,0.62,79,CA,0
2024-12-12 09:23:00,64,4.44,MX,domain.edu,0.07,321,192.168.58.152,10.0.115.24,49005,48,343,0.51,58,US,0
2024-12-12 09:24:00,199,1.34,NS,domain.edu,0.1,587,192.168.7.119,10.0.246.58,80073,48,261,0.96,9,CA,0
2024-12-12 09:25:00,153,1.56,A,test.org,0.02,359,192.168.75.132,10.0.138.196,94532,34,172,0.69,21,GB,0
2024-12-12 09:26:00,289,1.11,NS,test.org,0.06,448,192.168.207.13,10.0.134.69,58330,31,221,0.88,94,US,0
2024-12-12 09:27:00,83,0.99,CNAME,example.com,0.02,397,192.168.113.107,10.0.119.191,14586,46,147,0.84,81,DE,0
2024-12-12 09:28:00,236,1.85,A,domain.edu,0.05,233,192.168.98.52,10.0.161.166,70666,30,287,0.91,62,CA,0
2024-12-12 09:29:00,74,2.59,NS,sample.net,0.03,131,192.168.68.170,10.0.130.175,56444,22,486,0.98,81,DE,0
2024-12-12 09:30:00,137,2.22,A,example.com,0.07,199,192.168.162.16,10.0.218.237,15601,23,478,0.75,14,US,0
2024-12-12 09:31:00,186,0.97,CNAME,example.com,0.1,352,192.168.108.46,10.0.94.148,92062,47,160,0.77,75,GB,0
2024-12-12 09:32:00,245,4.62,NS,example.com,0.05,205,192.168.67.132,10.0.5.32,77010,23,110,0.58,29,GB,0
2024-12-12 09:33:00,248,2.35,CNAME,sample.net,0.03,572,192.168.73.118,10.0.202.134,59776,49,150,0.84,12,CA,0
2024-12-12 09:34:00,134,3.49,AAAA,test.org,0.04,147,192.168.235.216,10.0.227.195,45450,45,448,0.7,83,AU,0
2024-12-12 09:35:00,187,1.34,A,example.com,0.08,170,192.168.159.200,10.0.145.146,78410,33,336,0.9,18,US,0
2024-12-12 09:36:00,115,4.74,NS,example.com,0.02,421,192.168.24.27,10.0.52.207,74232,47,132,0.76,27,DE,0
2024-12-12 09:37:00,151,4.34,NS,domain.edu,0.05,503,192.168.35.74,10.0.240.188,22733,25,460,0.7,33,US,0
2024-12-12 09:38:00,118,0.51,NS,sample.net,0.09,509,192.168.157.131,10.0.228.137,94677,47,282,0.58,39,AU,0
2024-12-12 09:39:00,96,0.46,AAAA,test.org,0.02,579,192.168.128.160,10.0.130.115,42960,25,102,0.8,26,AU,1
2024-12-12 09:40:00,102,3.39,NS,test.org,0.04,105,192.168.238.27,10.0.150.243,77730,36,466,0.61,89,DE,1
2024-12-12 09:41:00,229,3.51,MX,domain.edu,0.03,237,192.168.204.0,10.0.3.134,61319,35,335,0.51,5,GB,0
2024-12-12 09:42:00,193,0.81,NS,sample.net,0.09,167,192.168.223.119,10.0.72.24,63900,49,488,0.79,91,GB,0
2024-12-12 09:43:00,205,4.01,NS,example.com,0.07,415,192.168.64.107,10.0.159.243,50940,45,359,0.72,70,AU,0
2024-12-12 09:44:00,50,1.95,CNAME,sample.net,0.02,189,192.168.152.220,10.0.192.141,15266,23,150,0.63,50,AU,1
2024-12-12 09:45:00,83,4.56,A,domain.edu,0.01,367,192.168.93.151,10.0.130.238,42789,20,368,0.57,78,AU,0
2024-12-12 09:46:00,220,0.91,MX,sample.net,0.05,261,192.168.253.91,10.0.209.80,13525,46,417,0.56,57,DE,0
2024-12-12 09:47:00,73,2.48,CNAME,example.com,0.06,292,192.168.247.47,10.0.207.134,12610,44,270,0.76,8,DE,0
2024-12-12 09:48:00,176,3.78,MX,domain.edu,0.09,454,192.168.65.170,10.0.72.67,33431,40,313,0.96,38,US,0
2024-12-12 09:49:00,278,3.44,A,sample.net,0.06,414,192.168.66.13,10.0.26.232,91021,40,359,0.58,20,DE,0
2024-12-12 09:50:00,268,0.39,AAAA,example.com,0.1,240,192.168.116.26,10.0.194.32,66052,48,281,0.77,73,AU,0
2024-12-12 09:51:00,278,1.23,NS,sample.net,0.04,499,192.168.54.17,10.0.250.68,19852,24,465,0.79,96,DE,0
2024-12-12 09:52:00,99,1.34,CNAME,test.org,0.06,104,192.168.153.175,10.0.151.181,36749,40,130,0.58,75,DE,0
2024-12-12 09:53:00,188,0.56,MX,test.org,0.09,166,192.168.85.60,10.0.214.55,33781,41,324,0.5,64,US,0
2024-12-12 09:54:00,192,0.3,A,sample.net,0.05,197,192.168.216.167,10.0.183.189,31565,26,258,0.99,45,US,0
2024-12-12 09:55:00,53,0.32,MX,example.com,0.09,386,192.168.28.211,10.0.76.70,97604,29,478,0.68,32,CA,0
2024-12-12 09:56:00,165,1.81,AAAA,domain.edu,0.04,580,192.168.74.107,10.0.123.197,96637,28,289,0.78,16,CA,0
2024-12-12 09:57:00,209,2.71,A,example.com,0.08,303,192.168.115.131,10.0.107.50,47531,26,165,0.71,28,GB,1
2024-12-12 09:58:00,135,0.79,CNAME,test.org,0.07,258,192.168.31.11,10.0.94.90,16864,25,303,0.68,87,DE,0
2024-12-12 09:59:00,90,2.26,CNAME,example.com,0.05,250,192.168.159.236,10.0.81.244,76547,25,178,0.59,48,AU,1
2024-12-12 10:00:00,242,2.01,NS,test.org,0.03,387,192.168.76.82,10.0.213.59,98162,39,229,0.83,54,US,0
2024-12-12 10:01:00,202,4.64,A,example.com,0.03,429,192.168.105.4,10.0.168.189,81626,42,362,0.85,97,AU,0
2024-12-12 10:02:00,180,4.53,MX,domain.edu,0.02,146,192.168.146.122,10.0.49.30,52210,36,171,0.95,34,AU,0
2024-12-12 10:03:00,116,3.9,A,domain.edu,0.03,556,192.168.73.11,10.0.19.124,74349,38,210,0.98,79,GB,0
2024-12-12 10:04:00,223,0.67,NS,sample.net,0.07,566,192.168.121.58,10.0.241.144,47096,38,229,0.89,16,CA,0
2024-12-12 10:05:00,261,3.8,NS,domain.edu,0.04,492,192.168.119.36,10.0.113.247,93313,23,343,0.96,51,AU,1
2024-12-12 10:06:00,275,0.25,NS,domain.edu,0.04,334,192.168.33.7,10.0.132.12,42174,33,421,0.96,100,AU,0
2024-12-12 10:07:00,215,3.75,CNAME,domain.edu,0.09,599,192.168.164.147,10.0.232.125,91867,46,398,0.57,14,AU,0
2024-12-12 10:08:00,70,1.87,MX,example.com,0.03,144,192.168.187.142,10.0.12.62,68032,44,451,0.66,50,AU,0
2024-12-12 10:09:00,204,3.0,NS,sample.net,0.04,130,192.168.244.199,10.0.36.222,25911,21,489,0.57,57,US,0
2024-12-12 10:10:00,154,1.62,MX,example.com,0.05,251,192.168.168.204,10.0.96.206,76400,38,366,0.74,34,US,1
2024-12-12 10:11:00,83,3.83,NS,test.org,0.09,569,192.168.166.34,10.0.212.123,40801,32,330,0.94,27,DE,0
2024-12-12 10:12:00,192,3.54,MX,example.com,0.04,450,192.168.155.167,10.0.172.235,15458,32,225,0.52,29,AU,0
2024-12-12 10:13:00,98,1.2,AAAA,example.com,0.08,217,192.168.41.226,10.0.167.40,58249,25,462,0.78,46,DE,0
2024-12-12 10:14:00,201,0.34,CNAME,example.com,0.07,590,192.168.187.202,10.0.140.220,77164,23,420,0.95,78,GB,0
2024-12-12 10:15:00,217,2.22,AAAA,sample.net,0.03,105,192.168.78.57,10.0.242.91,53253,21,272,0.9,59,GB,0
2024-12-12 10:16:00,278,1.04,MX,sample.net,0.04,492,192.168.120.8,10.0.192.19,54302,34,220,0.82,84,CA,0
2024-12-12 10:17:00,155,4.56,MX,test.org,0.06,550,192.168.33.240,10.0.103.63,74248,27,287,0.89,58,US,0
2024-12-12 10:18:00,246,4.16,AAAA,test.org,0.09,248,192.168.152.31,10.0.151.8,84482,48,143,1.0,31,AU,0
2024-12-12 10:19:00,114,3.51,NS,example.com,0.03,497,192.168.34.53,10.0.140.177,12186,36,366,0.56,89,AU,0
2024-12-12 10:20:00,162,1.7,AAAA,domain.edu,0.08,464,192.168.127.104,10.0.233.14,26055,30,234,0.92,34,AU,0
2024-12-12 10:21:00,248,0.24,AAAA,test.org,0.02,229,192.168.114.16,10.0.2.33,22386,46,321,0.53,29,US,0
2024-12-12 10:22:00,252,0.45,MX,domain.edu,0.03,401,192.168.193.238,10.0.11.230,46940,35,458,0.62,100,DE,0
2024-12-12 10:23:00,207,3.79,A,sample.net,0.01,154,192.168.75.199,10.0.68.8,58741,27,233,0.85,96,GB,0
2024-12-12 10:24:00,243,1.12,A,domain.edu,0.06,265,192.168.104.104,10.0.44.84,71417,33,158,0.79,55,GB,0
2024-12-12 10:25:00,237,0.7,CNAME,domain.edu,0.1,136,192.168.104.39,10.0.171.183,25928,29,141,0.9,69,CA,0
2024-12-12 10:26:00,228,4.89,A,sample.net,0.04,371,192.168.243.89,10.0.243.144,43279,29,355,0.71,1,AU,0
2024-12-12 10:27:00,59,4.9,NS,test.org,0.03,440,192.168.101.124,10.0.173.114,28184,20,493,0.8,92,GB,0
2024-12-12 10:28:00,106,2.76,A,domain.edu,0.01,182,192.168.55.137,10.0.143.32,82899,30,221,0.76,89,CA,0
2024-12-12 10:29:00,242,0.5,NS,example.com,0.03,403,192.168.114.133,10.0.45.81,43112,46,336,0.8,71,DE,0
2024-12-12 10:30:00,137,2.87,A,domain.edu,0.08,342,192.168.44.151,10.0.189.43,89407,46,489,0.63,20,GB,0
2024-12-12 10:31:00,224,4.67,AAAA,test.org,0.07,137,192.168.154.223,10.0.73.137,21332,27,500,0.98,49,DE,0
2024-12-12 10:32:00,164,3.58,NS,example.com,0.01,335,192.168.86.141,10.0.227.99,63456,33,252,0.94,69,AU,1
2024-12-12 10:33:00,122,2.07,AAAA,sample.net,0.08,509,192.168.95.57,10.0.49.63,91508,33,238,0.77,35,CA,0
2024-12-12 10:34:00,196,2.59,MX,example.com,0.07,110,192.168.99.130,10.0.65.134,51621,37,374,0.92,18,US,1
2024-12-12 10:35:00,242,0.98,CNAME,domain.edu,0.04,449,192.168.69.235,10.0.214.78,42371,48,114,0.58,56,GB,1
2024-12-12 10:36:00,125,4.48,CNAME,test.org,0.03,332,192.168.162.44,10.0.208.193,44785,46,254,0.61,72,DE,0
2024-12-12 10:37:00,206,2.77,NS,sample.net,0.07,203,192.168.172.191,10.0.100.4,98159,36,427,0.99,11,US,0
2024-12-12 10:38:00,277,0.98,AAAA,test.org,0.02,569,192.168.173.53,10.0.207.140,41885,21,310,0.67,55,US,0
2024-12-12 10:39:00,219,4.07,NS,test.org,0.06,158,192.168.135.230,10.0.228.163,54724,46,409,0.85,41,DE,0
